id,name,label,address,add_time,cc_email,owner_id,company_id,first_char,owner_name,picture_id,visible_to,active_flag,category_id,delete_time,files_count,notes_count,update_time,country_code,people_count,address_route,address_country,followers_count,won_deals_count,activities_count,address_locality,last_activity_id,lost_deals_count,next_activity_id,open_deals_count,address_subpremise,closed_deals_count,last_activity_date,next_activity_date,next_activity_time,address_postal_code,address_sublocality,email_messages_count,address_street_number,done_activities_count,related_won_deals_count,undone_activities_count,related_lost_deals_count,related_open_deals_count,address_formatted_address,address_admin_area_level_1,address_admin_area_level_2,related_closed_deals_count
3980,Rover Petroleum,,,2018-09-10 01:15:36,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,r,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,4,,,2,0,1,,14715.0,0,,1,,0,2018-09-09,,,,,0,,1,0,0,0,0,,,,0
3981,Iron Oil,,,2018-09-10 04:42:12,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,i,API Admin (Do Not Delete),,3,True,,,2,1,2021-02-12 20:31:55,,1,,,1,0,13,,17241.0,0,17242.0,0,,0,2018-11-28,2018-12-05,,,,0,,12,0,1,0,0,,,,0
3983,Arkwritght,,,2018-09-11 23:56:43,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,2,0,0,,,0,,0,,0,,,,,,1,,0,0,0,0,0,,,,0
3984,Kratech Engineering,,,2018-09-12 17:40:59,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,k,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,3,0,5,,30643.0,0,,1,,0,2020-09-02,,,,,0,,5,0,0,0,0,,,,0
3985,Black Horse Energy,,,2018-09-12 22:03:17,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,1,,,3,0,6,,17331.0,1,,0,,1,2019-01-07,,,,,0,,6,0,0,0,0,,,,0
4003,Armor Energy,,,2018-09-18 15:41:30,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
4005,Pulse Oil Corp.,,,2018-09-18 17:54:42,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,1,0,2021-02-12 20:31:55,,1,,,3,1,13,,17321.0,0,17165.0,0,,1,2018-12-04,2018-12-05,,,,0,,11,0,2,0,0,,,,0
4006,Persta Resources Inc,,,2018-09-24 15:15:54,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,1,,15256.0,0,,0,,0,2018-09-24,,,,,0,,1,0,0,0,0,,,,0
4028,Merit Energy,,,2018-10-02 18:00:33,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,m,API Admin (Do Not Delete),,3,True,,,4,2,2021-02-12 20:31:55,,18,,,4,0,184,,31177.0,0,,3,,0,2020-10-21,,,,,0,,184,0,0,0,0,,,,0
4030,"Silver Creek Permian Operating, LLC",,,2018-10-03 18:36:11,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,3,0,16,,29646.0,0,17455.0,0,,0,2020-06-24,2018-12-19,,,,0,,14,0,2,0,0,,,,0
4031,SOUTHLAND ROYALTY COMPANY LLC,,,2018-10-05 16:51:12,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,2,0,15,,26850.0,0,,1,,0,2020-03-25,,,,,0,,15,0,0,0,0,,,,0
4034,Metano Energy,,,2018-10-10 20:04:55,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,m,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,1,,15816.0,0,,0,,0,2018-10-11,,,,,0,,1,0,0,0,0,,,,0
4036,Basin Engineering,,,2018-10-12 16:47:59,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,7,,,2,0,52,,30434.0,0,,1,,0,2020-08-18,,,,,0,,52,0,0,0,0,,,,0
4039,"ARD OPERATING, LLC",,,2018-10-12 18:13:11,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,3,0,23,,27626.0,0,,1,,0,2020-04-28,,,,,0,,23,0,0,0,0,,,,0
4040,Birch Operations,,,2018-10-12 18:13:11,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,4,0,15,,29774.0,0,,2,,0,2020-07-07,,,,,0,,15,0,0,0,0,,,,0
4046,Gordy Oil Company,,,2018-10-12 18:13:13,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,g,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,2,,,3,0,33,,29696.0,0,,1,,0,2020-06-30,,,,,0,,33,0,0,0,0,,,,0
4047,Husky Ventures,,,2018-10-12 18:13:14,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,h,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,26,,26094.0,0,,0,,0,2020-03-24,,,,,0,,26,0,0,0,0,,,,0
4048,HRM Resources,,,2018-10-12 18:13:14,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,h,API Admin (Do Not Delete),,3,True,,,1,0,2021-02-12 20:31:55,,1,,,3,0,4,,25986.0,0,,1,,0,2020-04-15,,,,,0,,4,0,0,0,0,,,,0
4050,IronRoc Energy,,,2018-10-12 18:13:14,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,i,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,6,,22581.0,0,,0,,0,2019-08-26,,,,,0,,6,0,0,0,0,,,,0
4051,Luxe Operating,,,2018-10-12 18:13:14,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,l,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,7,,26383.0,0,,0,,0,2020-03-05,,,,,0,,7,0,0,0,0,,,,0
4052,Native Exploration Operating,,,2018-10-12 18:13:15,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,n,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,1,,21532.0,0,,1,,0,2019-08-06,,,,,0,,1,0,0,0,0,,,,0
4056,Petroleum Resource Management,,,2018-10-12 18:13:15,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,1,3,2021-02-12 20:31:55,,1,,,2,0,8,,17257.0,0,17259.0,0,,0,2018-12-03,2018-12-10,,,,0,,7,0,1,0,0,,,,0
4187,RM Engineering,,,2018-10-12 20:38:19,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,r,API Admin (Do Not Delete),,3,True,,,0,0,2023-12-08 09:21:45,,1,,,2,0,1,,15941.0,0,,0,,0,2018-10-12,,,,,1,,1,0,0,0,0,,,,0
4191,Tenaris Connections,,,2018-10-16 16:48:18,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,t,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,2,,16252.0,0,,0,,0,2018-10-24,,,,,0,,2,0,0,0,0,,,,0
4193,Block T Petroleum    blockt.com,,,2018-10-18 20:46:17,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,1,,16110.0,0,,0,,0,2018-10-18,,,,,0,,1,0,0,0,0,,,,0
4194,GSM Consultants/TECOLOTE,,,2018-10-19 20:26:09,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,g,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,2,0,4,,22910.0,0,21475.0,0,,0,2019-10-07,2019-08-01,15:00:00,,,0,,2,0,2,0,0,,,,0
4196,Serpetro Consulting,,,2018-10-25 18:29:13,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,2,0,3,,16293.0,1,16294.0,0,,1,2018-10-25,2018-10-30,,,,0,,2,0,1,0,0,,,,0
4198,AlphaBow Energy,,,2018-10-26 20:28:04,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,1,2022-04-21 20:20:51,,1,,,3,1,7,,29753.0,0,16318.0,2,,1,2020-08-24,2018-10-30,20:00:00,,,0,,6,0,1,0,0,,,,0
4199,C6,,,2018-10-29 02:43:42,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,1,0,2,,17074.0,0,,0,,0,2018-11-27,,,,,0,,2,0,0,0,0,,,,0
4200,High Peak,,,2018-10-29 14:59:32,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,h,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,0,,,1,0,9,,30563.0,0,,1,,0,2020-08-26,,,,,0,,9,0,0,0,0,,,,0
4201,Pacific Energy Development,,,2018-11-01 13:23:06,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,5,0,2023-09-19 14:21:13,,2,,,3,0,14,,27458.0,0,,0,,0,2020-06-17,,,,,0,,14,0,0,0,0,,,,0
4330,Gulf Exploration,,,2018-11-26 20:01:12,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,g,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,2,,21740.0,0,,0,,0,2019-08-09,,,,,0,,2,0,0,0,0,,,,0
4331,Magnum Drilling,,,2018-12-04 16:10:30,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,m,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,42,,31068.0,0,,0,,0,2020-12-10,,,,,0,,42,0,0,0,0,,,,0
4333,Stranded Oil Resources Corporation,,,2018-12-18 22:10:12,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,3,2,2023-12-08 09:23:49,,1,,,3,0,31,,30751.0,0,,2,,0,2020-10-13,,,,,0,,31,0,0,0,0,,,,0
4334,Evergreen Natural Resources,,,2018-12-20 15:36:06,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,e,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,1,0,3,,18615.0,0,,0,,0,2019-05-27,,,,,0,,3,0,0,0,0,,,,0
4335,Tempus Energy,,,2018-12-21 17:33:00,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,t,API Admin (Do Not Delete),,3,True,,,0,1,2023-12-08 09:23:20,,1,,,2,1,4,,27852.0,2,18420.0,2,,3,2020-04-02,2020-08-17,,,,96,,3,0,1,0,0,,,,0
4342,Teine ESB Duvernay,,,2019-01-19 00:14:08,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,t,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,2,,18009.0,1,18010.0,0,,1,2019-01-21,2019-01-24,16:30:00,,,0,,1,0,1,0,0,,,,0
4344,Bear Creek Engineering,,,2019-01-21 16:48:32,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,1,,17991.0,0,,1,,0,2019-01-21,,,,,0,,1,0,0,0,0,,,,0
4345,Presidio Petroleum,,,2019-02-05 16:04:34,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,3,,,5,0,14,,29871.0,0,25088.0,1,,0,2020-07-14,2020-01-14,,,,0,,12,0,2,0,0,,,,0
4346,Sage Natural Resources Tulsa TD,,,2019-02-06 15:00:19,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,2,,24725.0,0,,0,,0,2019-12-16,,,,,0,,2,0,0,0,0,,,,0
4347,Koda Resources,,,2019-02-13 22:16:47,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,k,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,2,,,2,0,17,,30789.0,0,,1,,0,2020-10-21,,,,,0,,17,0,0,0,0,,,,0
4348,Shanghai Energy Corporation,,,2019-02-14 17:29:18,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,1,,18451.0,1,18451.0,0,,1,2019-03-19,2019-03-19,14:30:00,,,0,,0,0,1,0,0,,,,0
4351,"Snyder Brothers, Inc.",,,2019-03-04 15:03:15,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,19,,31170.0,0,,0,,0,2021-01-14,,,,,0,,19,0,0,0,0,,,,0
4353,Aspen Oil & Gas,,,2019-03-11 00:52:44,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,1,0,3,,19780.0,0,,0,,0,2019-05-24,,,,,0,,3,0,0,0,0,,,,0
4354,Atlas Energy Group,,,2019-03-11 01:50:29,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,1,,18679.0,0,,0,,0,2019-03-10,,,,,0,,1,0,0,0,0,,,,0
4355,Utica Resource Operating,,,2019-03-13 14:46:00,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,u,API Admin (Do Not Delete),,3,True,,,1,1,2021-02-12 20:31:55,,2,,,2,0,34,,31438.0,0,,0,,0,2021-01-06,,,,,0,,34,0,0,0,0,,,,0
4356,Stronghold Resource Partners,,,2019-03-13 21:47:24,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,3,0,8,,30574.0,0,,0,,0,2020-08-26,,,,,0,,8,0,0,0,0,,,,0
4360,"Chesapeake Operating, LLC",,,2019-03-18 15:17:14,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,18,22,2021-02-12 20:31:55,,72,,,6,9,508,,31678.0,0,,6,,9,2020-12-21,,,,,0,,508,0,0,0,0,,,,0
4361,Kiwetinohk Resources Corp.,,,2019-03-18 19:05:17,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,k,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,2,0,0,,,1,,1,,1,,,,,,0,,0,0,0,0,0,,,,0
4363,Prairie Thunder Resources Ltd.,,"Suite 2610, 421 - 7th Ave SW Calgary, AB T2P 4K9",2019-03-20 19:07:29,ncsmultistagecanada@pipedrivemail.com,"{""id"": 14012798, ""name"": ""Kevin Cameron"", ""email"": ""kcameron@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""ed870b4d2bc2cbb8524a82fb3564288f"", ""active_flag"": true, ""value"": 14012798}",7791319,p,Kevin Cameron,,3,True,,,0,1,2023-11-27 18:35:02,,2,7 Avenue Southwest,Canada,1,0,4,Calgary,32193.0,1,31971.0,3,2610,1,2021-05-04,2021-06-09,15:30:00,T2P 4K9,,11,421,3,0,1,0,0,"421 7 Ave SW #2610, Calgary, AB T2P 4K9, Canada",Alberta,Division No. 6,0
4365,Oil Search,,,2019-03-25 10:31:15,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,o,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,2,,,1,0,3,,24761.0,0,21791.0,0,,0,2020-01-15,2019-08-12,,,,0,,2,0,1,0,0,,,,0
4366,SiltsStone,,,2019-03-25 10:40:16,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,2,,,1,0,8,,24764.0,0,22760.0,0,,0,2019-12-20,2019-09-30,,,,0,,6,0,2,0,0,,,,0
4371,Ascent Resources,,,2019-04-12 12:50:16,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,4,,25631.0,0,19135.0,0,,0,2020-02-04,2019-04-09,15:00:00,,,0,,0,0,4,0,0,,,,0
4372,Suncor,,,2019-04-17 22:20:03,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,1,2021-06-22 02:50:01,,1,,,1,0,3,,28548.0,0,32374.0,0,,0,2020-06-03,2021-06-30,20:00:00,,,0,,2,0,1,0,0,,,,0
4373,Alamo Pressure Pumping,,,2019-05-21 20:47:56,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,2,,19711.0,0,,0,,0,2019-05-14,,,,,0,,2,0,0,0,0,,,,0
